Date of Travel,City,Company,KM Travelled,Price Charged,Cost of Trip,Population,Users,Number of Males,Payments by Cash,Number of Females,Payments by Card,Average Income
2017-12-15,DALLAS TX,Pink Cab,64.66,868.25,720.532,942908,22157,2,2,2,2,17602.25
2017-12-15,DALLAS TX,Yellow Cab,263.32,4707.75,3423.0852,942908,22157,8,7,4,5,17211.083333333332
2017-12-15,DENVER CO,Pink Cab,82.39,1315.63,915.851,754233,12421,2,3,2,1,8328.25
2017-12-15,DENVER CO,Yellow Cab,122.18,2509.46,1656.0408,754233,12421,2,0,3,5,13214.8
2017-12-15,LOS ANGELES CA,Pink Cab,1505.18,23455.89,16395.492,1595037,144132,39,28,25,36,15661.828125
2017-12-15,LOS ANGELES CA,Yellow Cab,1648.08,34329.1,21816.942,1595037,144132,39,32,36,43,13979.08
2017-12-15,MIAMI FL,Pink Cab,127.1,2194.77,1341.002,1339155,17675,3,3,2,2,9569.2
2017-12-15,MIAMI FL,Yellow Cab,414.34000000000003,8664.65,5444.1024,1339155,17675,11,11,12,12,11966.08695652174
2017-12-15,NASHVILLE TN,Pink Cab,106.01999999999998,1186.81,1206.576,327225,9270,4,2,0,2,16117.25
2017-12-15,NASHVILLE TN,Yellow Cab,28.36,545.42,345.12,327225,9270,2,2,0,0,7148.0
2017-12-15,NEW YORK NY,Pink Cab,1244.93,27384.2,13885.179,8405837,302149,31,24,23,30,15110.925925925925
2017-12-15,NEW YORK NY,Yellow Cab,6802.14,170896.9,89501.7972,8405837,302149,188,128,135,195,15016.034055727554
2017-12-15,ORANGE COUNTY,Pink Cab,119.57,1783.17,1322.982,1030185,12994,0,1,6,5,16156.333333333334
2017-12-15,ORANGE COUNTY,Yellow Cab,65.95,907.17,806.2932,1030185,12994,1,1,3,3,10877.5
2017-12-15,PHOENIX AZ,Pink Cab,22.44,295.95,264.792,943999,6133,0,0,1,1,9781.0
2017-12-15,PHOENIX AZ,Yellow Cab,34.620000000000005,585.5699999999999,476.7276,943999,6133,2,1,1,2,15204.0
2017-12-15,PITTSBURGH PA,Pink Cab,53.26,511.0,603.572,542085,3643,2,0,1,3,10783.0
2017-12-15,PITTSBURGH PA,Yellow Cab,10.78,167.23,137.1216,542085,3643,0,0,1,1,5906.0
2017-12-15,SACRAMENTO CA,Pink Cab,115.37,1552.0900000000001,1329.295,545776,7044,1,1,3,3,16582.25
2017-12-15,SACRAMENTO CA,Yellow Cab,26.32,456.97,324.88800000000003,545776,7044,2,2,0,0,17693.5
2017-12-15,SAN DIEGO CA,Pink Cab,691.12,8820.14,7675.064,959307,69995,15,12,13,16,15801.964285714286
2017-12-15,SAN DIEGO CA,Yellow Cab,472.84,7606.7300000000005,6216.5892,959307,69995,11,4,9,16,14677.75
2017-12-15,SEATTLE WA,Pink Cab,178.41,2177.4900000000002,1917.364,671238,25063,2,5,6,3,19086.125
2017-12-15,SEATTLE WA,Yellow Cab,377.49,7667.15,4993.2996,671238,25063,13,10,5,8,13426.277777777777
2017-12-15,SILICON VALLEY,Pink Cab,296.08,4825.59,3144.181,1177609,27247,5,6,8,7,15170.76923076923
2017-12-15,SILICON VALLEY,Yellow Cab,254.07,5768.1,3369.126,1177609,27247,7,6,6,7,13633.76923076923
2017-12-15,TUCSON AZ,Pink Cab,40.62,913.39,468.522,631442,5712,1,2,1,0,5217.0
2017-12-15,TUCSON AZ,Yellow Cab,102.42999999999999,1300.62,1366.638,631442,5712,3,1,2,4,14079.2
2017-12-15,WASHINGTON DC,Pink Cab,224.87,3399.79,2467.1259999999997,418859,127001,9,6,3,6,12932.833333333334
2017-12-15,WASHINGTON DC,Yellow Cab,2545.57,43396.21,33405.0516,418859,127001,68,50,48,66,14963.396551724138
2017-12-16,ATLANTA GA,Pink Cab,50.760000000000005,894.8000000000001,574.884,814885,24701,2,1,0,1,19234.0
2017-12-16,ATLANTA GA,Yellow Cab,185.67,2839.52,2433.3696,814885,24701,3,2,5,6,13738.875
2017-12-16,AUSTIN TX,Pink Cab,50.589999999999996,639.07,541.499,698371,14978,1,0,2,3,21772.333333333332
2017-12-16,AUSTIN TX,Yellow Cab,93.23,1207.37,1237.0908,698371,14978,1,1,3,3,12209.75
2017-12-16,BOSTON MA,Pink Cab,128.16,1641.37,1438.822,248968,80021,3,2,3,4,17466.0
2017-12-16,BOSTON MA,Yellow Cab,581.11,8830.46,7669.8864,248968,80021,14,8,11,17,15439.64
2017-12-16,CHICAGO IL,Pink Cab,378.33,3952.0,4155.21,1955130,164468,14,6,3,11,14244.235294117647
2017-12-16,CHICAGO IL,Yellow Cab,1028.46,14109.09,13747.068,1955130,164468,32,16,12,28,14870.522727272728
2017-12-16,DALLAS TX,Pink Cab,17.85,244.18,205.275,942908,22157,1,0,0,1,17933.0
2017-12-16,DALLAS TX,Yellow Cab,98.36,1633.49,1297.5096,942908,22157,3,3,2,2,17700.8
2017-12-16,DENVER CO,Yellow Cab,120.58,2167.34,1602.3888,754233,12421,1,2,3,2,17328.0
2017-12-16,LOS ANGELES CA,Pink Cab,563.87,8022.24,6310.374,1595037,144132,16,12,9,13,14647.12
2017-12-16,LOS ANGELES CA,Yellow Cab,639.73,12452.51,8478.048,1595037,144132,15,5,14,24,17341.724137931036
2017-12-16,MIAMI FL,Pink Cab,54.37,869.8100000000001,568.29,1339155,17675,2,2,1,1,5673.0
2017-12-16,MIAMI FL,Yellow Cab,79.6,1435.6799999999998,995.2800000000001,1339155,17675,4,3,0,1,11486.5
2017-12-16,NASHVILLE TN,Pink Cab,92.19,920.8,1061.144,327225,9270,3,2,0,1,17149.333333333332
2017-12-16,NASHVILLE TN,Yellow Cab,8.12,160.36,103.2864,327225,9270,1,0,0,1,6098.0
2017-12-16,NEW YORK NY,Pink Cab,608.25,12799.67,6710.773,8405837,302149,13,10,10,13,14211.521739130434
2017-12-16,NEW YORK NY,Yellow Cab,3006.06,69158.23,39539.7936,8405837,302149,72,57,53,68,15804.536
2017-12-16,ORANGE COUNTY,Pink Cab,95.32,1339.47,1048.7079999999999,1030185,12994,5,2,0,3,12816.4
2017-12-16,ORANGE COUNTY,Yellow Cab,61.64,809.46,858.0216,1030185,12994,1,0,1,2,12062.0
2017-12-16,PHOENIX AZ,Pink Cab,55.290000000000006,687.88,620.4449999999999,943999,6133,1,0,1,2,19329.0
2017-12-16,PHOENIX AZ,Yellow Cab,22.46,366.87,271.51919999999996,943999,6133,1,1,1,1,11195.0
2017-12-16,SACRAMENTO CA,Pink Cab,37.09,550.74,421.658,545776,7044,0,0,2,2,12131.0
2017-12-16,SACRAMENTO CA,Yellow Cab,44.4,704.63,564.768,545776,7044,0,0,1,1,20765.0
2017-12-16,SAN DIEGO CA,Pink Cab,309.51,3678.34,3466.08,959307,69995,5,5,9,9,12209.785714285714
2017-12-16,SAN DIEGO CA,Yellow Cab,266.87,3986.4700000000003,3444.9144,959307,69995,5,6,5,4,13038.9
2017-12-16,SEATTLE WA,Pink Cab,47.1,533.22,543.444,671238,25063,2,2,1,1,9602.666666666666
2017-12-16,SEATTLE WA,Yellow Cab,97.14,1691.28,1270.4687999999999,671238,25063,3,3,3,3,11476.833333333334
2017-12-16,SILICON VALLEY,Pink Cab,20.58,303.9,234.612,1177609,27247,1,1,0,0,6514.0
2017-12-16,SILICON VALLEY,Yellow Cab,125.09,2599.8,1628.2379999999998,1177609,27247,3,0,1,4,15921.0
2017-12-16,TUCSON AZ,Pink Cab,12.72,262.3,128.472,631442,5712,0,0,1,1,28502.0
2017-12-16,TUCSON AZ,Yellow Cab,35.02,366.94,453.8592,631442,5712,1,0,0,1,13942.0
2017-12-16,WASHINGTON DC,Pink Cab,173.33,2352.58,1931.498,418859,127001,5,5,3,3,23362.375
2017-12-16,WASHINGTON DC,Yellow Cab,893.65,14387.72,11931.7836,418859,127001,20,11,21,30,13661.560975609756
2017-12-17,ATLANTA GA,Pink Cab,112.27,1893.42,1245.81,814885,24701,3,1,2,4,16107.0
2017-12-17,ATLANTA GA,Yellow Cab,383.62,6395.86,5109.264,814885,24701,12,8,6,10,12436.444444444445
2017-12-17,AUSTIN TX,Pink Cab,106.94,1622.77,1184.216,698371,14978,5,3,2,4,16092.714285714286
2017-12-17,AUSTIN TX,Yellow Cab,136.45,3189.04,1785.6588,698371,14978,3,1,4,6,16964.285714285714
2017-12-17,BOSTON MA,Pink Cab,340.75,5659.84,3778.838,248968,80021,9,6,5,8,17584.714285714286
2017-12-17,BOSTON MA,Yellow Cab,1616.1100000000001,26464.02,21096.132,248968,80021,30,26,35,39,13641.876923076923
2017-12-17,CHICAGO IL,Pink Cab,840.4399999999999,9849.91,9288.162,1955130,164468,21,11,15,25,16929.583333333332
2017-12-17,CHICAGO IL,Yellow Cab,2818.88,47937.88,37269.7944,1955130,164468,84,47,42,79,14196.682539682539
2017-12-17,DALLAS TX,Pink Cab,97.69999999999999,1353.92,1101.576,942908,22157,2,2,2,2,17484.5
2017-12-17,DALLAS TX,Yellow Cab,298.21,5643.56,4010.8284,942908,22157,5,4,10,11,15658.8
2017-12-17,DENVER CO,Pink Cab,79.21000000000001,1259.07,890.355,754233,12421,4,2,0,2,19593.0
2017-12-17,DENVER CO,Yellow Cab,84.11,2015.33,1081.0332,754233,12421,1,0,3,4,17841.0
2017-12-17,LOS ANGELES CA,Pink Cab,1065.8,14437.98,12012.074,1595037,144132,29,17,19,31,13719.0625
2017-12-17,LOS ANGELES CA,Yellow Cab,1148.17,21046.88,15029.9436,1595037,144132,27,15,23,35,15407.88
2017-12-17,MIAMI FL,Pink Cab,159.48,2268.29,1800.9759999999999,1339155,17675,5,5,4,4,20220.555555555555
2017-12-17,MIAMI FL,Yellow Cab,458.13,8891.61,6175.9272,1339155,17675,14,9,8,13,14803.772727272728
2017-12-17,NASHVILLE TN,Pink Cab,69.54,1309.45,708.306,327225,9270,0,1,2,1,4535.0
2017-12-17,NASHVILLE TN,Yellow Cab,85.75,1683.28,1183.9872,327225,9270,3,2,1,2,17333.0
2017-12-17,NEW YORK NY,Pink Cab,1287.49,26562.82,14159.965,8405837,302149,35,20,25,40,16160.433333333332
2017-12-17,NEW YORK NY,Yellow Cab,6661.13,176129.46,87937.3908,8405837,302149,172,111,112,173,14641.922535211268
2017-12-17,ORANGE COUNTY,Pink Cab,155.24,2405.08,1759.404,1030185,12994,1,2,5,4,16063.833333333334
2017-12-17,ORANGE COUNTY,Yellow Cab,204.42000000000002,3224.03,2665.2156,1030185,12994,5,3,3,5,19380.625
2017-12-17,PHOENIX AZ,Pink Cab,29.75,435.27,330.225,943999,6133,1,0,0,1,7496.0
2017-12-17,PHOENIX AZ,Yellow Cab,79.53,1299.02,1113.9720000000002,943999,6133,1,2,2,1,23811.333333333332
2017-12-17,PITTSBURGH PA,Pink Cab,76.21000000000001,874.64,826.859,542085,3643,2,1,2,3,18849.25
2017-12-17,PITTSBURGH PA,Yellow Cab,141.48,2128.39,1894.2552,542085,3643,3,0,1,4,15786.25
2017-12-17,SACRAMENTO CA,Pink Cab,43.2,559.97,476.15999999999997,545776,7044,1,2,1,0,31703.5
2017-12-17,SACRAMENTO CA,Yellow Cab,26.18,307.31,336.1512,545776,7044,1,0,0,1,7399.0
2017-12-17,SAN DIEGO CA,Pink Cab,327.5,5256.91,3640.044,959307,69995,8,4,8,12,15571.1875
2017-12-17,SAN DIEGO CA,Yellow Cab,606.21,9394.3,8031.4128,959307,69995,14,11,13,16,14894.851851851852
2017-12-17,SEATTLE WA,Pink Cab,115.18,1303.17,1252.44,671238,25063,0,2,4,2,22335.25
2017-12-17,SEATTLE WA,Yellow Cab,156.16,2956.94,1981.9032,671238,25063,6,3,2,5,15019.75
2017-12-17,SILICON VALLEY,Pink Cab,246.08,4662.25,2719.95,1177609,27247,6,6,4,4,18806.3
2017-12-17,SILICON VALLEY,Yellow Cab,308.23,7791.43,4065.936,1177609,27247,4,2,6,8,15853.4
2017-12-17,TUCSON AZ,Pink Cab,22.42,283.05,253.346,631442,5712,0,1,1,0,15876.0
2017-12-17,TUCSON AZ,Yellow Cab,33.24,615.66,434.88,631442,5712,2,1,0,1,21205.0
2017-12-17,WASHINGTON DC,Pink Cab,232.01,3106.27,2564.792,418859,127001,9,5,3,7,11264.5
2017-12-17,WASHINGTON DC,Yellow Cab,2392.34,37174.25,31440.8556,418859,127001,59,46,38,51,13613.773195876289
2017-12-18,ATLANTA GA,Pink Cab,14.25,226.78,165.3,814885,24701,0,0,1,1,13805.0
2017-12-18,ATLANTA GA,Yellow Cab,35.99,518.2,474.05039999999997,814885,24701,1,1,3,3,12856.5
2017-12-18,AUSTIN TX,Pink Cab,8.88,158.15,105.672,698371,14978,0,1,1,0,13562.0
2017-12-18,AUSTIN TX,Yellow Cab,45.97,696.3599999999999,585.2736,698371,14978,1,1,3,3,7972.25
2017-12-18,BOSTON MA,Pink Cab,171.22,2717.71,1970.492,248968,80021,3,0,2,5,16317.8
2017-12-18,BOSTON MA,Yellow Cab,533.61,7736.86,7001.3796,248968,80021,16,8,7,15,18556.608695652172
2017-12-18,CHICAGO IL,Pink Cab,119.0,1293.58,1270.1979999999999,1955130,164468,0,0,5,5,20011.8
2017-12-18,CHICAGO IL,Yellow Cab,760.26,11643.2,9954.9228,1955130,164468,18,11,15,22,18221.696969696968
2017-12-18,DALLAS TX,Pink Cab,16.16,221.06,177.76,942908,22157,0,0,1,1,3850.0
2017-12-18,DALLAS TX,Yellow Cab,4.44,69.64,56.4768,942908,22157,1,1,0,0,6874.0
2017-12-18,DENVER CO,Yellow Cab,86.96000000000001,1558.94,1172.1096000000002,754233,12421,2,1,2,3,15517.75
2017-12-18,LOS ANGELES CA,Pink Cab,710.72,9567.53,7927.861,1595037,144132,14,13,13,14,15851.555555555555
2017-12-18,LOS ANGELES CA,Yellow Cab,599.55,11114.73,8096.6532,1595037,144132,13,13,12,12,16443.4
2017-12-18,MIAMI FL,Pink Cab,97.24000000000001,1463.1399999999999,1032.999,1339155,17675,3,2,1,2,15139.75
2017-12-18,MIAMI FL,Yellow Cab,185.21,3445.01,2521.7568,1339155,17675,5,3,3,5,13637.75
2017-12-18,NASHVILLE TN,Pink Cab,18.42,191.04,204.38400000000001,327225,9270,2,0,0,2,15096.0
2017-12-18,NASHVILLE TN,Yellow Cab,50.0,960.1,705.5184,327225,9270,1,3,2,0,11798.0
2017-12-18,NEW YORK NY,Pink Cab,328.16,6593.72,3487.911,8405837,302149,7,9,8,6,13201.266666666666
2017-12-18,NEW YORK NY,Yellow Cab,1924.73,45206.91,25447.5144,8405837,302149,43,32,36,47,15619.759493670887
2017-12-18,ORANGE COUNTY,Pink Cab,17.92,282.41,202.496,1030185,12994,1,1,0,0,24771.0
2017-12-18,PHOENIX AZ,Pink Cab,21.42,273.89,231.336,943999,6133,0,0,1,1,7467.0
2017-12-18,PHOENIX AZ,Yellow Cab,6.9,103.63,91.908,943999,6133,1,1,0,0,19173.0
2017-12-18,PITTSBURGH PA,Pink Cab,75.47999999999999,652.3299999999999,865.1279999999999,542085,3643,1,0,1,2,19346.0
2017-12-18,SACRAMENTO CA,Yellow Cab,18.36,179.69,235.7424,545776,7044,1,1,0,0,16211.0
2017-12-18,SAN DIEGO CA,Pink Cab,159.26999999999998,1906.3000000000002,1731.001,959307,69995,4,4,4,4,16094.625
2017-12-18,SAN DIEGO CA,Yellow Cab,182.06,2632.75,2412.3756,959307,69995,5,4,6,7,15934.0
2017-12-18,SEATTLE WA,Pink Cab,32.7,385.19,385.86,671238,25063,0,1,1,0,12604.0
2017-12-18,SEATTLE WA,Yellow Cab,84.15,1378.81,1130.4936,671238,25063,2,1,1,2,19668.666666666668
2017-12-18,SILICON VALLEY,Pink Cab,42.84,683.72,514.08,1177609,27247,1,1,0,0,12496.0
2017-12-18,TUCSON AZ,Pink Cab,26.689999999999998,455.13,285.175,631442,5712,1,1,1,1,20006.5
2017-12-18,WASHINGTON DC,Pink Cab,130.06,1639.21,1385.477,418859,127001,3,2,2,3,18138.0
2017-12-18,WASHINGTON DC,Yellow Cab,861.75,12511.36,11338.4244,418859,127001,23,17,14,20,14368.675675675675
2017-12-19,ATLANTA GA,Pink Cab,56.91,906.51,659.387,814885,24701,1,0,1,2,17603.0
2017-12-19,ATLANTA GA,Yellow Cab,61.150000000000006,859.3100000000001,843.024,814885,24701,1,0,1,2,8991.5
2017-12-19,AUSTIN TX,Pink Cab,28.5,493.21,302.1,698371,14978,0,0,1,1,3394.0
2017-12-19,AUSTIN TX,Yellow Cab,123.71000000000001,2306.11,1581.048,698371,14978,3,0,1,4,18914.25
2017-12-19,BOSTON MA,Pink Cab,66.79,1072.81,688.249,248968,80021,2,2,1,1,16730.0
2017-12-19,BOSTON MA,Yellow Cab,526.38,7755.0199999999995,6998.4876,248968,80021,14,5,9,18,15737.739130434782
2017-12-19,CHICAGO IL,Pink Cab,335.07,3472.96,3554.989,1955130,164468,8,5,4,7,10920.333333333334
2017-12-19,CHICAGO IL,Yellow Cab,728.7900000000001,11845.25,9599.8116,1955130,164468,21,12,13,22,14732.70588235294
2017-12-19,DALLAS TX,Yellow Cab,13.32,236.89,183.816,942908,22157,1,0,0,1,5134.0
2017-12-19,DENVER CO,Pink Cab,33.48,537.44,401.76,754233,12421,1,0,0,1,20656.0
2017-12-19,DENVER CO,Yellow Cab,64.26,1287.32,847.3752,754233,12421,0,1,2,1,10732.0
2017-12-19,LOS ANGELES CA,Pink Cab,420.26,5499.7699999999995,4619.466,1595037,144132,12,11,7,8,16834.157894736843
2017-12-19,LOS ANGELES CA,Yellow Cab,375.26,6425.88,4994.1156,1595037,144132,13,5,6,14,16963.105263157893
2017-12-19,MIAMI FL,Pink Cab,65.3,761.48,712.384,1339155,17675,2,1,0,1,19699.0
2017-12-19,MIAMI FL,Yellow Cab,114.64,2041.06,1589.9376,1339155,17675,3,1,2,4,15338.6
2017-12-19,NASHVILLE TN,Pink Cab,111.28,1601.02,1273.841,327225,9270,2,2,2,2,13849.5
2017-12-19,NASHVILLE TN,Yellow Cab,43.29,789.28,561.0384,327225,9270,1,0,0,1,4660.0
2017-12-19,NEW YORK NY,Pink Cab,478.34,9025.43,5363.932,8405837,302149,13,9,6,10,20987.842105263157
2017-12-19,NEW YORK NY,Yellow Cab,2148.67,50690.78,28606.819199999998,8405837,302149,63,44,39,58,14853.049019607843
2017-12-19,ORANGE COUNTY,Pink Cab,47.64,712.27,530.328,1030185,12994,3,1,1,3,14400.25
2017-12-19,ORANGE COUNTY,Yellow Cab,34.92,507.33,427.4208,1030185,12994,1,0,0,1,2756.0
2017-12-19,PHOENIX AZ,Yellow Cab,12.6,201.49,170.856,943999,6133,1,0,0,1,23758.0
2017-12-19,PITTSBURGH PA,Pink Cab,41.44,392.86,414.4,542085,3643,0,0,1,1,7798.0
2017-12-19,PITTSBURGH PA,Yellow Cab,55.44,822.91,764.0352,542085,3643,1,1,1,1,8147.5
2017-12-19,SACRAMENTO CA,Pink Cab,33.25,397.03,372.4,545776,7044,1,1,0,0,5394.0
2017-12-19,SACRAMENTO CA,Yellow Cab,78.61,1012.8299999999999,1021.0632,545776,7044,0,0,2,2,9019.0
2017-12-19,SAN DIEGO CA,Pink Cab,163.19,2226.3,1771.296,959307,69995,2,4,6,4,20055.375
2017-12-19,SAN DIEGO CA,Yellow Cab,167.06,2354.44,2265.0696,959307,69995,8,3,2,7,16973.4
2017-12-19,SEATTLE WA,Pink Cab,39.38,415.02,447.212,671238,25063,1,0,1,2,20726.5
2017-12-19,SEATTLE WA,Yellow Cab,112.67,2016.23,1421.3112,671238,25063,1,2,6,5,17687.428571428572
2017-12-19,SILICON VALLEY,Pink Cab,94.57,1542.16,1043.269,1177609,27247,3,3,2,2,13302.0
2017-12-19,SILICON VALLEY,Yellow Cab,177.18,4226.45,2420.5416,1177609,27247,2,2,5,5,10144.42857142857
2017-12-19,TUCSON AZ,Yellow Cab,11.48,136.73,146.7816,631442,5712,1,0,1,2,5510.0
2017-12-19,WASHINGTON DC,Pink Cab,42.400000000000006,574.88,456.672,418859,127001,2,2,0,0,18152.0
2017-12-19,WASHINGTON DC,Yellow Cab,831.61,11101.56,10954.8192,418859,127001,19,14,14,19,14372.636363636364
2017-12-20,ATLANTA GA,Yellow Cab,165.73000000000002,2279.06,2181.744,814885,24701,3,5,4,2,20767.428571428572
2017-12-20,AUSTIN TX,Pink Cab,22.77,351.97,236.808,698371,14978,0,0,1,1,20874.0
2017-12-20,AUSTIN TX,Yellow Cab,81.18,1630.75,1073.5344,698371,14978,1,0,2,3,18634.333333333332
2017-12-20,BOSTON MA,Pink Cab,148.09,2501.02,1596.6599999999999,248968,80021,2,2,4,4,11280.166666666666
2017-12-20,BOSTON MA,Yellow Cab,280.1,4023.56,3720.366,248968,80021,8,4,6,10,13459.5
2017-12-20,CHICAGO IL,Pink Cab,181.31,1863.89,2010.702,1955130,164468,7,5,2,4,14618.444444444445
2017-12-20,CHICAGO IL,Yellow Cab,668.09,11431.31,8880.2136,1955130,164468,20,15,14,19,17553.41176470588
2017-12-20,DALLAS TX,Pink Cab,40.02,545.95,439.638,942908,22157,1,0,1,2,23704.5
2017-12-20,DALLAS TX,Yellow Cab,134.91,2355.14,1773.714,942908,22157,4,5,3,2,9713.0
2017-12-20,DENVER CO,Pink Cab,4.64,62.19,50.576,754233,12421,0,0,1,1,8169.0
2017-12-20,DENVER CO,Yellow Cab,20.9,464.22,268.356,754233,12421,1,0,0,1,12071.0
2017-12-20,LOS ANGELES CA,Pink Cab,530.76,6150.66,5736.812,1595037,144132,8,6,12,14,16335.0
2017-12-20,LOS ANGELES CA,Yellow Cab,395.65999999999997,6171.33,5258.5788,1595037,144132,6,5,7,8,11353.153846153846
2017-12-20,MIAMI FL,Pink Cab,68.14,801.03,730.766,1339155,17675,0,0,3,3,17059.666666666668
2017-12-20,MIAMI FL,Yellow Cab,200.09,3514.17,2656.6620000000003,1339155,17675,6,4,2,4,16419.0
2017-12-20,NASHVILLE TN,Pink Cab,50.129999999999995,792.42,533.058,327225,9270,1,1,1,1,26314.0
2017-12-20,NEW YORK NY,Pink Cab,320.94,5812.8099999999995,3535.7400000000002,8405837,302149,10,9,5,6,16195.4
2017-12-20,NEW YORK NY,Yellow Cab,2003.81,49903.72,26501.0856,8405837,302149,62,39,32,55,14503.191489361701
2017-12-20,ORANGE COUNTY,Pink Cab,81.82,1296.16,917.316,1030185,12994,2,1,1,2,23341.0
2017-12-20,ORANGE COUNTY,Yellow Cab,148.18,2220.77,1929.54,1030185,12994,1,1,3,3,18158.25
2017-12-20,PHOENIX AZ,Pink Cab,25.2,369.45,262.08,943999,6133,0,0,1,1,20119.0
2017-12-20,PHOENIX AZ,Yellow Cab,61.14,934.03,839.9544,943999,6133,1,1,2,2,15619.333333333334
2017-12-20,PITTSBURGH PA,Pink Cab,71.33,669.1600000000001,757.309,542085,3643,2,1,1,2,23014.333333333332
2017-12-20,PITTSBURGH PA,Yellow Cab,11.7,176.02,161.46,542085,3643,0,1,1,0,7236.0
2017-12-20,SACRAMENTO CA,Yellow Cab,67.58,686.26,855.7488000000001,545776,7044,3,0,0,3,15433.333333333334
2017-12-20,SAN DIEGO CA,Pink Cab,214.24,3368.07,2454.382,959307,69995,5,3,4,6,13659.0
2017-12-20,SAN DIEGO CA,Yellow Cab,179.59,2748.38,2365.9680000000003,959307,69995,7,3,2,6,15570.555555555555
2017-12-20,SEATTLE WA,Pink Cab,39.68,431.9,459.584,671238,25063,2,1,0,1,18811.5
2017-12-20,SEATTLE WA,Yellow Cab,136.03,2121.11,1796.1564,671238,25063,2,0,3,5,16309.0
2017-12-20,SILICON VALLEY,Pink Cab,61.120000000000005,1108.73,704.434,1177609,27247,0,0,2,2,26680.5
2017-12-20,SILICON VALLEY,Yellow Cab,204.18,5079.4,2758.6248,1177609,27247,4,5,6,5,17758.9
2017-12-20,TUCSON AZ,Yellow Cab,60.48,908.8299999999999,781.4784000000001,631442,5712,2,0,0,2,15554.0
2017-12-20,WASHINGTON DC,Pink Cab,70.48,839.96,785.133,418859,127001,2,2,2,2,13908.0
2017-12-20,WASHINGTON DC,Yellow Cab,555.09,7398.79,7229.622,418859,127001,14,10,8,12,13557.90909090909
2017-12-21,ATLANTA GA,Pink Cab,133.56,1962.5200000000002,1464.3690000000001,814885,24701,4,1,0,3,12404.75
2017-12-21,ATLANTA GA,Yellow Cab,155.17,2298.87,2046.9372,814885,24701,5,2,5,8,9295.1
2017-12-21,AUSTIN TX,Pink Cab,5.85,96.32,69.03,698371,14978,0,1,1,0,16010.0
2017-12-21,AUSTIN TX,Yellow Cab,96.05,1960.1399999999999,1271.4144000000001,698371,14978,3,2,1,2,12971.5
2017-12-21,BOSTON MA,Pink Cab,111.76,1944.87,1241.08,248968,80021,1,2,3,2,15086.25
2017-12-21,BOSTON MA,Yellow Cab,436.37,6517.36,5769.6384,248968,80021,14,7,11,18,18802.68
2017-12-21,CHICAGO IL,Pink Cab,318.74,3254.15,3517.9559999999997,1955130,164468,10,8,6,8,16235.6875
2017-12-21,CHICAGO IL,Yellow Cab,898.24,15553.75,11821.250399999999,1955130,164468,26,17,14,23,17041.325
2017-12-21,DALLAS TX,Yellow Cab,107.34,1851.59,1411.2264,942908,22157,2,1,5,6,15800.285714285714
2017-12-21,DENVER CO,Pink Cab,72.75,1011.8299999999999,816.15,754233,12421,3,1,0,2,10154.666666666666
2017-12-21,DENVER CO,Yellow Cab,111.31,2336.77,1472.2428,754233,12421,2,2,2,2,11948.5
2017-12-21,LOS ANGELES CA,Pink Cab,563.71,6557.7,6036.177,1595037,144132,12,8,11,15,15089.608695652174
2017-12-21,LOS ANGELES CA,Yellow Cab,569.66,8926.76,7440.3432,1595037,144132,18,9,8,17,17079.615384615383
2017-12-21,MIAMI FL,Pink Cab,41.04,417.69,463.752,1339155,17675,1,0,0,1,13796.0
2017-12-21,MIAMI FL,Yellow Cab,214.22,3857.5,2873.4096,1339155,17675,3,1,6,8,17484.555555555555
2017-12-21,NASHVILLE TN,Pink Cab,95.56,1591.11,1038.307,327225,9270,3,1,1,3,15253.75
2017-12-21,NASHVILLE TN,Yellow Cab,7.42,125.36,90.8208,327225,9270,0,0,1,1,11917.0
2017-12-21,NEW YORK NY,Pink Cab,448.56,8018.58,4982.17,8405837,302149,16,8,7,15,16568.695652173912
2017-12-21,NEW YORK NY,Yellow Cab,2989.49,72932.29,39334.698,8405837,302149,82,55,43,70,15608.424
2017-12-21,ORANGE COUNTY,Pink Cab,44.0,646.3,475.2,1030185,12994,0,0,1,1,13286.0
2017-12-21,ORANGE COUNTY,Yellow Cab,179.2,2730.6800000000003,2352.3168,1030185,12994,5,3,1,3,18103.5
2017-12-21,PHOENIX AZ,Yellow Cab,43.05,695.7,581.49,943999,6133,2,1,0,1,12827.0
2017-12-21,SACRAMENTO CA,Pink Cab,33.6,344.44,386.4,545776,7044,0,1,1,0,12649.0
2017-12-21,SACRAMENTO CA,Yellow Cab,35.46,364.69000000000005,467.48879999999997,545776,7044,1,0,1,2,11248.0
2017-12-21,SAN DIEGO CA,Pink Cab,160.56,2603.0,1747.848,959307,69995,6,4,4,6,15726.5
2017-12-21,SAN DIEGO CA,Yellow Cab,308.86,4344.68,4093.56,959307,69995,6,5,6,7,12192.25
2017-12-21,SEATTLE WA,Pink Cab,32.94,357.97,383.928,671238,25063,2,1,0,1,9079.5
2017-12-21,SEATTLE WA,Yellow Cab,182.25,2717.11,2367.87,671238,25063,4,4,3,3,12252.714285714286
2017-12-21,SILICON VALLEY,Pink Cab,160.83,2653.63,1732.7289999999998,1177609,27247,6,2,3,7,19619.222222222223
2017-12-21,SILICON VALLEY,Yellow Cab,64.07,1578.7,830.9232,1177609,27247,5,3,1,3,17696.0
2017-12-21,TUCSON AZ,Pink Cab,40.66,469.07,475.722,631442,5712,0,0,1,1,3413.0
